,Trading Date,BUY,SELL,Spread,Delivery Year
727,2017-09-01,50.725,50.138,0.587,2018
728,2017-08-31,50.825,50.025,0.8,2018
729,2017-08-30,50.9,50.2,0.7,2018
730,2017-08-29,51.363,50.675,0.688,2018
731,2017-08-25,50.5,49.95,0.55,2018
732,2017-08-24,50.675,50.125,0.55,2018
733,2017-08-23,50.8,50.25,0.55,2018
734,2017-08-22,50.113,49.525,0.588,2018
735,2017-08-21,49.863,49.313,0.55,2018
736,2017-08-18,50.075,49.525,0.55,2018
737,2017-08-17,50.05,49.413,0.637,2018
738,2017-08-16,50.1,49.525,0.575,2018
739,2017-08-15,49.4,48.75,0.65,2018
740,2017-08-14,49.613,48.963,0.65,2018
741,2017-08-11,50.2,49.55,0.65,2018
742,2017-08-10,49.775,49.125,0.65,2018
743,2017-08-09,49.25,48.6,0.65,2018
744,2017-08-08,48.725,48.15,0.575,2018
745,2017-08-07,48.913,48.288,0.625,2018
746,2017-08-04,48.413,47.638,0.775,2018
747,2017-08-03,47.888,47.35,0.538,2018
748,2017-08-02,47.363,46.738,0.625,2018
749,2017-08-01,47.075,46.45,0.625,2018
750,2017-07-31,47.825,47.2,0.625,2018
751,2017-07-28,47.738,47.113,0.625,2018
752,2017-07-27,47.538,46.913,0.625,2018
753,2017-07-26,47.75,47.125,0.625,2018
754,2017-07-25,47.113,46.488,0.625,2018
755,2017-07-24,46.738,46.113,0.625,2018
756,2017-07-21,47.338,46.713,0.625,2018
757,2017-07-20,47.838,47.213,0.625,2018
758,2017-07-19,47.425,46.8,0.625,2018
759,2017-07-18,47.488,46.825,0.663,2018
760,2017-07-17,47.65,47.038,0.612,2018
761,2017-07-14,46.913,46.3,0.613,2018
762,2017-07-13,46.988,46.375,0.613,2018
763,2017-07-12,46.525,46.0,0.525,2018
764,2017-07-11,46.8,46.0,0.8,2018
765,2017-07-10,46.875,46.288,0.587,2018
766,2017-07-07,47.35,46.625,0.725,2018
767,2017-07-06,47.8,47.075,0.725,2018
768,2017-07-05,47.4,46.863,0.537,2018
769,2017-07-04,47.425,46.888,0.537,2018
770,2017-07-03,47.35,47.3,0.05,2018
